Time,P1,P2,IMe,IMh,Tint,Rec
34,0.992021657,0.992144303,0.229218929,41.19307747,878.7732415,0.98785
44,0.993252187,0.992456041,0.229218929,41.19307747,878.7732415,0.98905
54,0.994059843,0.992969038,0.229218929,41.19307747,878.7732415,0.9902
64,0.994873906,0.99355496,0.229218929,41.19307747,878.7732415,0.9914
74,0.995593348,0.993768684,0.229218929,41.19307747,878.7732415,0.99225
84,0.996091194,0.99387818,0.229218929,41.19307747,878.7732415,0.99285
94,0.996589245,0.994409333,0.229218929,41.19307747,878.7732415,0.9935
104,0.996772997,0.994711003,0.229218929,41.19307747,878.7732415,0.9939625
114,0.997355302,0.994891176,0.229218929,41.19307747,878.7732415,0.99465
124,0.997855621,0.995203469,0.229218929,41.19307747,878.7732415,0.99535
134,0.998092541,0.995259956,0.229218929,41.19307747,878.7732415,0.99565
144,0.998272173,0.995637546,0.229218929,41.19307747,878.7732415,0.995833333
154,0.998489771,0.996018958,0.229218929,41.19307747,878.7732415,0.9964
164,0.998543338,0.996064568,0.229218929,41.19307747,878.7732415,0.996525
174,0.99859046,0.996153069,0.229218929,41.19307747,878.7732415,0.9965875
184,0.998689026,0.996233622,0.229218929,41.19307747,878.7732415,0.99674
194,0.998915723,0.996275511,0.229218929,41.19307747,878.7732415,0.996966667
204,0.999014227,0.996400655,0.229218929,41.19307747,878.7732415,0.9971
214,0.999074515,0.996537404,0.229218929,41.19307747,878.7732415,0.997275
224,0.99914778,0.996590345,0.229218929,41.19307747,878.7732415,0.997364286
234,0.999225536,0.996690008,0.229218929,41.19307747,878.7732415,0.99749
244,0.999294722,0.99687559,0.229218929,41.19307747,878.7732415,0.997633333
254,0.999501606,0.997166256,0.229218929,41.19307747,878.7732415,0.99801
264,0.999527054,0.99721604,0.229218929,41.19307747,878.7732415,0.998103226
274,0.999552502,0.997241237,0.229218929,41.19307747,878.7732415,0.998119355
284,0.99957795,0.997266435,0.229218929,41.19307747,878.7732415,0.998135484
294,0.999602867,0.997291632,0.229218929,41.19307747,878.7732415,0.9981625
304,0.999624338,0.997472126,0.229218929,41.19307747,878.7732415,0.998311111
314,0.99964581,0.997663294,0.229218929,41.19307747,878.7732415,0.99838
324,0.999667281,0.997910486,0.229218929,41.19307747,878.7732415,0.998525
334,0.999688753,0.997939567,0.229218929,41.19307747,878.7732415,0.998582143
344,0.999705809,0.997968648,0.229218929,41.19307747,878.7732415,0.99865
354,0.999718006,0.99799773,0.229218929,41.19307747,878.7732415,0.998685714
364,0.999730204,0.998062427,0.229218929,41.19307747,878.7732415,0.99871875
374,0.999742402,0.998203999,0.229218929,41.19307747,878.7732415,0.99875
384,0.9997546,0.998238516,0.229218929,41.19307747,878.7732415,0.998812069
394,0.999766798,0.998273034,0.229218929,41.19307747,878.7732415,0.99882931
404,0.999778996,0.998402937,0.229218929,41.19307747,878.7732415,0.998846552
414,0.999791194,0.998465067,0.229218929,41.19307747,878.7732415,0.998923077
424,0.99980317,0.998543511,0.229218929,41.19307747,878.7732415,0.999025
434,0.999814572,0.99862522,0.229218929,41.19307747,878.7732415,0.999102778
444,0.999825973,0.998683645,0.229218929,41.19307747,878.7732415,0.999130556
454,0.999837375,0.998802982,0.229218929,41.19307747,878.7732415,0.999175
464,0.999848776,0.998822408,0.229218929,41.19307747,878.7732415,0.999206863
474,0.999860178,0.998841834,0.229218929,41.19307747,878.7732415,0.999216667
484,0.999871579,0.99886126,0.229218929,41.19307747,878.7732415,0.999226471
494,0.99988298,0.998880686,0.229218929,41.19307747,878.7732415,0.999236275
504,0.999894382,0.998900244,0.229218929,41.19307747,878.7732415,0.999246078
514,0.999928341,0.998942524,0.229218929,41.19307747,878.7732415,0.99935
524,0.999984214,0.998984803,0.229218929,41.19307747,878.7732415,0.999388462
534,1,0.999023606,0.229218929,41.19307747,878.7732415,0.999503704
544,1,0.999060458,0.229218929,41.19307747,878.7732415,0.999522222
554,1,0.99909731,0.229218929,41.19307747,878.7732415,0.999540741
564,1,0.99910482,0.229218929,41.19307747,878.7732415,0.999551295
574,1,0.99911002,0.229218929,41.19307747,878.7732415,0.999553886
584,1,0.999115219,0.229218929,41.19307747,878.7732415,0.999556477
594,1,0.999120419,0.229218929,41.19307747,878.7732415,0.999559067
604,1,0.999125619,0.229218929,41.19307747,878.7732415,0.999561658
614,1,0.999130818,0.229218929,41.19307747,878.7732415,0.999564249
624,1,0.999136018,0.229218929,41.19307747,878.7732415,0.999566839
634,1,0.999141218,0.229218929,41.19307747,878.7732415,0.99956943
644,1,0.999146417,0.229218929,41.19307747,878.7732415,0.999572021
654,1,0.999151617,0.229218929,41.19307747,878.7732415,0.999574611
664,1,0.999156817,0.229218929,41.19307747,878.7732415,0.999577202
674,1,0.999162016,0.229218929,41.19307747,878.7732415,0.999579793
684,1,0.999167216,0.229218929,41.19307747,878.7732415,0.999582383
694,1,0.999172416,0.229218929,41.19307747,878.7732415,0.999584974
704,1,0.999177615,0.229218929,41.19307747,878.7732415,0.999587565
714,1,0.999182815,0.229218929,41.19307747,878.7732415,0.999590155
724,1,0.999188015,0.229218929,41.19307747,878.7732415,0.999592746
734,1,0.999193214,0.229218929,41.19307747,878.7732415,0.999595337
744,1,0.999198414,0.229218929,41.19307747,878.7732415,0.999597927
754,1,0.999303946,0.229218929,41.19307747,878.7732415,0.99965
764,1,0.999312547,0.229218929,41.19307747,878.7732415,0.99965431
774,1,0.999321147,0.229218929,41.19307747,878.7732415,0.999658621
784,1,0.999329748,0.229218929,41.19307747,878.7732415,0.999662931
794,1,0.999338349,0.229218929,41.19307747,878.7732415,0.999667241
804,1,0.99934695,0.229218929,41.19307747,878.7732415,0.999671552
